Component ID,Component Name*,Description,Comment,Quality,Location,PA,In Cubicle,Controller,Mnemonic Name,,,,,,TO BE ADDED,,
-,TBD,Camera Media Converter,IR CAM1 Media converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.04,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,Camera Media Converter,IR CAM2 Media converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.05,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,Camera Media Converter,VIS CAM1 Media Converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.06,Shielded Electronics Rack,N/A,,,,,,,,,
-,TBD,Camera Media Converter,VIS CAM2 Media Converter,unconfirmed,11-L2-C14,PA 5.5.P3.US.07,Shielded Electronics Rack,N/A,,,,,,,,,
D1-N9-GAA0-COMP-124,55GAA0-MPE-7073,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-125,55GAA0-MTE-7373,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-126,55GAA0-MPE-7075,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-127,55GAA0-MPE-7076,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-128,55GAA0-MFE-7074,flow sensor,Chilled water flow sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-129,55GAA0-ATC-1008,Actuator,Chilled water valve actuator,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-130,55GAA0-MPE-7071,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-131,55GAA0-MTE-7371,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-132,55GAA0-MPE-7072,Pressure sensor,Chilled water pressure sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-133,55GAA0-MPE-7071,Thermocouple: N Type,Chilled water temperature sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-134,55GAA0-MFE-7073,flow sensor,Chilled water flow sensor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-135,55GAA0-ATC-1007,Actuator,Chilled water valve actuator,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-136,55GAA0-PSU-9211,RF generator 1,RF generator,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-137,55GAA0-PSU-9214,RF generator 2,RF generator,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-138,55GAA0-SWT-9001,"Managed 24-port Full Gigabit 19"" Switch with redundant PSU ","Hirschmann MACH 104, mach104-20tx-fr HIR942003101 ",unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,N/A,,,,,,,,,
D1-N9-GAA0-COMP-139,55GAA0-SWT-9002,LAN hub,LAN Hub (ITER catalogue),unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,N/A,,,,,,,,,
D1-N9-GAA0-COMP-140,55GAA0-PLC-9001,Cubicle monitoring with Siemens Simatic PLC,Siemens Simatic S7-1200,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,N/A,,,,,,,,,
D1-N9-GAA0-COMP-141,55GAA0-PCF-9001,I&C grade master controller computer,I&C grade computer,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,N/A,,,,,,,,,
D1-N9-GAA0-COMP-142,55GAA0-PSU-9005,Programmable DC filament PSU,Custom under design,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-143,55GAA0-SCI-9101,filament signal conditioning unit,Custom under design,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-144,55GAA0-MTC-9001,Blackbody oven controller,Mikron M330 blackbodies,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-145,55GAA0-CMO-9001,12 Axis motor controller,PI C-663. 12C885,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-146,55GAA0-CU-7301,Local Control Cubicle for UP#14,Cubicle,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,N/A,,,,,,,,,
D1-N9-GAA0-COMP-147,55GAA0-PSU-9001,DCPS #1,Keysight N700,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-148,55GAA0-PSU-9002,DCPS #2,Keysight N701,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-149,55GAA0-PSU-9003,DCPS #3,Keysight N702,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
D1-N9-GAA0-COMP-150,55GAA0-PSU-9004,DCPS #4,Keysight N703,unconfirmed,74-L2-04,PA 5.5.P3.US.01,55GAA0-CU-7302,55GAA0-PCF-9001,,,,,,,,,
-,55GAA0-MZL-0301,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZH-0301,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZL-0315,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZH-0315,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZL-0317,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZH-0317,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZL-0319,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZH-0319,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZL-0321,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZH-0321,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZL-0322,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZH-0322,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZL-0323,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MZH-0323,limit switch,pneumatic acturator limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MP-0001,Pressure sensor,Pressure measurement at pneumatic control valve,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MP-0002,Pressure sensor,Pressure measurement at pneumatic control valve,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-MP-0004,Pressure sensor,Pressure measurement at pneumatic control valve,unconfirmed,11-L2-C15,PA 5.5.P3.US.02,N/A,55GAA0-PLC-9003,,,,,,,,,
D1-N9-GAA0-COMP-163,55GAA0-PL-4401,Pump ,Shutter actuator pump 1,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-164,55GAA0-PL-4402,Pump ,Shutter actuator pump 2,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-ATG-0301,Actuator,Electromagnetic acutator for VG-0301,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-ATG-0315,Actuator,Electromagnetic acutator for VG-0315,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-ATG-0317,Actuator,Electromagnetic acutator for VG-0317,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-ATG-0319,Actuator,Electromagnetic acutator for VG-0319,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-ATG-0321,Actuator,Electromagnetic acutator for VG-0321,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-ATC-0322,Actuator,Electromagnetic acutator for VG-0322,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
-,55GAA0-ATC-0010,Actuator,Electromagnetic acutator for VG-0323,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAA0-COMP-171,55GAA0-ATC-1010,Actuator,Chilled water valve actuator,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAA0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-001,55GAB0-CU-7302,Local Control Cubicle for UP#14,,confirmed good,74-L2-04,PA 5.5.P3.US.01,N/A,N/A,,,,,,Tag,Description,Location,
D1-N9-GAB0-COMP-002,55GAB0-PLC-9003,Cubicle monitoring with Siemens Simatic PLC,Siemens Simatic S7-1200,confirmed good,74-L2-04,PA 5.5.P3.US.01,55GAB0-CU-7301,N/A,,,,,,MZH-0323,high limit switch,valve box,DONE
D1-N9-GAB0-COMP-003,55GAB0-SWT-9003,"Managed 24-port Full Gigabit 19"" Switch with redundant PSU ","Hirschmann MACH 104, mach104-20tx-fr HIR942003101 ",confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAB0-CU-7301,N/A,,,,,,MZL-0323,low limit switch,valve box,DONE
D1-N9-GAB0-COMP-004,55GAB0-PCF-9003,I&C Grade HDEC PC 4U Computer,ID01549-A-006/ITER (Master Controller),confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAB0-CU-7302,N/A,,Already in diagram,,,,ATG-0010,general actuator valve,valve box,DONE
D1-N9-GAB0-COMP-005,55GAB0-PCF-9004,DAQ Grade HDEC PC 4U Computer,ID01812-B-001/ITER #1,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAB0-CU-7301,N/A,,,,,,MP-0001,pressure transmitter,valve box,DONE
D1-N9-GAB0-COMP-006,55GAB0-PCF-9002,DAQ Grade HDEC PC 4U Computer,ID01812-B-001/ITER #2,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAB0-CU-7301,N/A,,,,,,MZH-0315,high limit switch,valve box,DONE
D1-N9-GAB0-COMP-007,55GAB0-DAS-9002,MTCA.4 Chassis #1,MTCA-12-2P-ML,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAB0-CU-7301,55GAB0-PCF-9003,,,,,,MZL-0315,low limit switch,valve box,DONE
D1-N9-GAB0-COMP-008,55GAB0-DAS-9003,MTCA.4 Chassis #2,MTCA-12-2P-ML,confirmed good,74-L1-04,PA 5.5.P3.US.01,55GAB0-CU-7301,55GAB0-PCF-9004,,,,,,ATG-0315,general actuator valve,valve box,DONE
D1-N9-GAB0-COMP-009,55GAB0-CCD-3201,Infrared Camera #1,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PCF-9003,,Not in diagram/Need to be removed from sheet,,,,MZH-0317,high limit switch,valve box,DONE
D1-N9-GAB0-COMP-010,55GAB0-CCD-3203,Infrared Camera #2,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PCF-9003,,,,,,MZL-0317,low limit switch,valve box,DONE
D1-N9-GAB0-COMP-011,55GAB0-CCD-3202,Visible Camera #1,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PCF-9004,,,,,,ATG-0317,general actuator valve,valve box,DONE
D1-N9-GAB0-COMP-012,55GAB0-CCD-3204,Visible Camera #2,TBD,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PCF-9004,,,,,,MP-0004,pressure transmitter,valve box,DONE
D1-N9-GAB0-COMP-013,55GAB0-PSU-9006,Power Supply,Caen SY5527LC,unconfirmed,74-L2-04,PA 5.5.P3.US.01,74-L2-08,55GAB0-PCF-9002,,Tag need checking,,,,MZH-0319,high limit switch,valve box,DONE
D1-N9-GAB0-COMP-014,55GAB0-MTE-1101,Thermocouple: N Type,A10 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,MZL-0319,low limit switch,valve box,DONE
D1-N9-GAB0-COMP-015,55GAB0-MTE-1102,Thermocouple: N Type,A10 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,ATG-0319,general actuator valve,valve box,DONE
D1-N9-GAB0-COMP-016,55GAB0-MTE-1103,Thermocouple: N Type,A10 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,MP-0002,pressure transmitter,valve box,DONE
D1-N9-GAB0-COMP-017,55GAB0-CSO-1101,Calibration source: filament,A10 Calibration source,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,Newly added/Edited,,,,MZH-0321,high limit switch,valve box,DONE
D1-N9-GAB0-COMP-018,55GAB0-CSO-1102,Calibration source: filament,A10 Calibration source,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,MZL-0321,low limit switch,valve box,DONE
D1-N9-GAB0-COMP-019,55GAB0-MTE-1201,Thermocouple: N Type,A20 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,ATG-0321,general actuator valve,valve box,DONE
D1-N9-GAB0-COMP-020,55GAB0-MTE-1202,Thermocouple: N Type,A20 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,MZH-0301,high limit switch,valve box,DONE
D1-N9-GAB0-COMP-021,55GAB0-MTE-1401,Thermocouple: N Type,A30 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,MZL-0301,low limit switch,valve box,DONE
D1-N9-GAB0-COMP-022,55GAB0-MTE-1501,Thermocouple: N Type,A30 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,ATG-0301,general actuator valve,valve box,DONE
D1-N9-GAB0-COMP-023,55GAB0-MTE-1601,Thermocouple: N Type,A30 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,MZH-0322,high limit switch,valve box,DONE
D1-N9-GAB0-COMP-024,55GAB0-MTE-1701,Thermocouple: N Type,A30 Thermocouple,unconfirmed,CST-S07-UPR_14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,MZL-0322,low limit switch,valve box,DONE
D1-N9-GAB0-COMP-025,55GAB0-MTE-2001,Thermocouple: N Type,Window Thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,ATG-0322,general actuator valve,valve box,DONE
D1-N9-GAB0-COMP-026,55GAB0-MTE-2002,Thermocouple: N Type,Window Thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-027,55GAB0-MTE-2003,Thermocouple: N Type,Window Thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,-,IR Cam-1 media converter,Shielded Electronics Rack,DONE
D1-N9-GAB0-COMP-028,55GAB0-MTE-2004,Thermocouple: N Type,Window Thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,-,IR Cam-2 media converter,Shielded Electronics Rack,DONE
D1-N9-GAB0-COMP-029,55GAB0-MTE-2101,Thermocouple: N Type,IOT structure thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,-,VIS Cam-1 media converter,Shielded Electronics Rack,DONE
D1-N9-GAB0-COMP-030,55GAB0-MTE-2102,Thermocouple: N Type,IOT structure thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,-,VIS Cam-2 media converter,Shielded Electronics Rack,DONE
D1-N9-GAB0-COMP-031,55GAB0-MTE-2103,Thermocouple: N Type,IOT structure thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,-,AM-1 media converter,Shielded Electronics Rack,DONE
D1-N9-GAB0-COMP-032,55GAB0-MTE-2104,Thermocouple: N Type,IOT structure thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,-,AM-2 media converter,Shielded Electronics Rack,DONE
D1-N9-GAB0-COMP-033,55GAB0-MTE-2105,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-034,55GAB0-MTE-2106,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-035,55GAB0-MTE-2107,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-036,55GAB0-MTE-2108,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-037,55GAB0-MTE-2109,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-038,55GAB0-MTE-2110,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-039,55GAB0-MTE-2111,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-040,55GAB0-MTE-2112,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-041,55GAB0-MTE-2113,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-042,55GAB0-MTE-2114,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-043,55GAB0-MTE-2115,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-044,55GAB0-MTE-2116,Thermocouple: N Type,A50 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-045,55GAB0-MTE-2301,Thermocouple: N Type,A40 M1 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-046,55GAB0-MTE-2302,Thermocouple: N Type,A40 M1 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-047,55GAB0-MZL-2301,Low limit switch,A40 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-048,55GAB0-MZH-2301,high limit switch,A40 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-049,55GAB0-MZL-2302,Low limit switch,A40 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-050,55GAB0-MZH-2302,high limit switch,A40 M1 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-051,55GAB0-GM-2301,Motor,A40 M1 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-052,55GAB0-GM-2302,Motor,A40 M1 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-053,55GAB0-MTE-2401,Thermocouple: N Type,A40 M2 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-054,55GAB0-MTE-2402,Thermocouple: N Type,A40 M2 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-055,55GAB0-MTE-2403,Thermocouple: N Type,A40 M2 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-056,55GAB0-MZL-2401,Low limit switch,A40 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-057,55GAB0-MZH-2401,high limit switch,A40 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-058,55GAB0-MZL-2402,Low limit switch,A40 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-059,55GAB0-MZH-2402,high limit switch,A40 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-060,55GAB0-MZL-2403,Low limit switch,A40 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-061,55GAB0-MZH-2403,high limit switch,A40 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-062,55GAB0-GM-2401,Motor,A40 M2 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-063,55GAB0-GM-2402,Motor,A40 M2 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9001,,,,,,,,,
D1-N9-GAB0-COMP-064,55GAB0-GM-2403,Motor,A40 M2 motor,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-CMO-9003,,,,,,,,,
D1-N9-GAB0-COMP-065,55GAB0-MTE-2201,Thermocouple: N Type,BOL structure thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-066,55GAB0-MTE-2202,Thermocouple: N Type,BOL structure thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-067,55GAB0-MTE-2501,Thermocouple: N Type,A60 M2 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-068,55GAB0-MTE-2502,Thermocouple: N Type,A60 M2 Assembly thermocouple,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-069,55GAB0-MZH-2501,high limit switch,A60 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
D1-N9-GAB0-COMP-070,55GAB0-MZL-2501,Low limit switch,A60 M2 Assembly limit switch,unconfirmed,11-L2-C14,PA 5.5.P3.US.01,N/A,55GAB0-PLC-9002,,,,,,,,,
