Signal ID,Signal Name,Component*,Description,Type,Direction,Logic,Range,I&C Cubicle,Quality,Component Destination*,Mnemonic Name,,
D1-N9-GAB0-SIG-006,55GAB0-CCD-3203:JT-CRC,55GAB0-CCD-3203,Power signal for the IR Camera #2,A,O,P,24 V DC,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-007,55GAB0-CCD-3202:JT-CRC,55GAB0-CCD-3202,Power signal for the Visible Camera #1,A,O,P,24 V DC,55GAB0-CU-7302,unconfirmed,,,,Not in diagram/Need to be removed from sheet
D1-N9-GAB0-SIG-008,55GAB0-CCD-3204:JT-CRC,55GAB0-CCD-3204,Power signal for the Visible Camera #2,A,O,P,24 V DC,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-009,55GAB0-PSU-8501:ET05-CCC,55GAB0-PSU-8501,Trigger signal for the IR Camera #1 (if triggering is not achieved by GigE),A,O,P,0 +5 V,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-010,55GAB0-PSU-8501:ET06-CCC,55GAB0-PSU-8501,Trigger signal for the IR Camera #2 (if triggering is not achieved by GigE),A,O,P,0 +5 V,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-011,55GAB0-PSU-8501:ET07-CCC,55GAB0-PSU-8501,Trigger signal for the Visible Camera #1 (if triggering is not achieved by GigE),A,O,P,0 +5 V,55GAB0-CU-7302,unconfirmed,,,,Tag need checking
D1-N9-GAB0-SIG-012,55GAB0-PSU-8501:ET08-CCC,55GAB0-PSU-8501,Trigger signal for the Visible Camera #2 (if triggering is not achieved by GigE),A,O,P,0 +5 V,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-013,55GAB0-PSU-8501:ET09-CCC,55GAB0-PSU-8501,Power signal for the IR Camera #1 transceiver (if camera is not fiber embedded),A,O,P,12 V DC,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-014,55GAB0-PSU-8501:ET10-CCC,55GAB0-PSU-8501,Power signal for the IR Camera #2 transceiver (if camera is not fiber embedded),A,O,P,12 V DC,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-015,55GAB0-PSU-8501:ET11-CCC,55GAB0-PSU-8501,Power signal for the Visible Camera #1  transceiver (if camera is not fiber embedded),A,O,P,12 V DC,55GAB0-CU-7302,unconfirmed,,,,Newly added/Edited
D1-N9-GAB0-SIG-016,55GAB0-PSU-8501:ET12-CCC,55GAB0-PSU-8501,Power signal for the Visible Camera #2  transceiver (if camera is not fiber embedded),A,O,P,12 V DC,55GAB0-CU-7302,unconfirmed,,,,
D1-N9-GAB0-SIG-017,55GAB0-MTE-1101:TE-CRC,55GAB0-MTE-1101,A10 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-018,55GAB0-MTE-1102:TE-CRC,55GAB0-MTE-1102,A10 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-019,55GAB0-MTE-1103:TE-CRC,55GAB0-MTE-1103,A10 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-020,55GAB0-WMM-1211:JT-CRC,55GAB0-WMM-1211,A10 Aseembly mirror 1 RF input,A,I,P,custom,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-021,55GAB0-WMM-1211:JT-CRC,55GAB0-WMM-1211,A10 Aseembly mirror 1 RF return,A,O,P,custom,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-022,55GAB0-WMM-1214:JT-CRC,55GAB0-WMM-1214,A10 Aseembly mirror 2 RF input,A,I,P,custom,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-023,55GAB0-WMM-1214:JT-CRC,55GAB0-WMM-1214,A10 Aseembly mirror 2 return,A,O,P,custom,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-024,55GAB0-CSO-1101:ET-CRC,55GAB0-CSO-1101,A10 assembly clalibration source voltage,A,I,P,custom,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-025,55GAB0-CSO-1102:ET-CRC,55GAB0-CSO-1102,A10 assembly clalibration source voltage measurement,A,O,P,custom,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-026,55GAB0-MTE-1201:TE-CRC,55GAB0-MTE-1201,A20 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-027,55GAB0-MTE-1202:TE-CRC,55GAB0-MTE-1202,A20 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-028,55GAB0-MTE-1401:TE-CRC,55GAB0-MTE-1401,A30 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-029,55GAB0-MTE-1501:TE-CRC,55GAB0-MTE-1501,A30 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-030,55GAB0-MTE-1601:TE-CRC,55GAB0-MTE-1601,A30 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-031,55GAB0-MTE-1701:TE-CRC,55GAB0-MTE-1701,A30 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-032,55GAB0-MTE-1401:TE-CRC,55GAB0-MTE-1401,A30 mirror thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-033,55GAB0-MTE-2001:TE-CRC,55GAB0-MTE-2001,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-034,55GAB0-MTE-2002:TE-CRC,55GAB0-MTE-2002,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-035,55GAB0-MTE-2003:TE-CRC,55GAB0-MTE-2003,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-036,55GAB0-MTE-2004:TE-CRC,55GAB0-MTE-2004,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-037,55GAB0-MZL-2401:ZL-CRC,55GAB0-MZL-2401,A40 M2 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-038,55GAB0-MZH-2401:ZH-CRC,55GAB0-MZH-2401,A40 M2 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-039,55GAB0-MTE-2401:TE-CRC,55GAB0-MTE-2401,A40 M2 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-040,55GAB0-GM-2401:CR-CCC,55GAB0-GM-2401,A40 M2 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-041,55GAB0-GM-2401:CR-CCC,55GAB0-GM-2401,A40 M2 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-042,55GAB0-GM-2401:CR-CCC,55GAB0-GM-2401,A40 M2 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-043,55GAB0-GM-2401:CR-CCC,55GAB0-GM-2401,A40 M2 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-044,55GAB0-MZL-2402:ZL-CRC,55GAB0-MZL-2402,A40 M2 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-045,55GAB0-MZH-2402:ZH-CRC,55GAB0-MZH-2402,A40 M2 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-046,55GAB0-MTE-2402:TE-CRC,55GAB0-MTE-2402,A40 M2 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-047,55GAB0-GM-2402:CR-CCC,55GAB0-GM-2402,A40 M2 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-048,55GAB0-GM-2402:CR-CCC,55GAB0-GM-2402,A40 M2 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-049,55GAB0-GM-2402:CR-CCC,55GAB0-GM-2402,A40 M2 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-050,55GAB0-GM-2402:CR-CCC,55GAB0-GM-2402,A40 M2 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-051,55GAB0-MZL-2403:ZL-CRC,55GAB0-MZL-2403,A40 M2 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-052,55GAB0-MZH-2403:ZH-CRC,55GAB0-MZH-2403,A40 M2 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-053,55GAB0-MTE-2403:TE-CRC,55GAB0-MTE-2403,A40 M2 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-054,55GAB0-GM-2403:CR-CCC,55GAB0-GM-2403,A40 M2 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-055,55GAB0-GM-2403:CR-CCC,55GAB0-GM-2403,A40 M2 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-056,55GAB0-GM-2403:CR-CCC,55GAB0-GM-2403,A40 M2 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-057,55GAB0-GM-2403:CR-CCC,55GAB0-GM-2403,A40 M2 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-058,55GAB0-MZL-2301:ZL-CRC,55GAB0-MZL-2301,A40 M1 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-059,55GAB0-MZH-2301:ZH-CRC,55GAB0-MZH-2301,A40 M1 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-060,55GAB0-MTE-2301:TE-CRC,55GAB0-MTE-2301,A40 M1 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-061,55GAB0-GM-2301:CR-CCC,55GAB0-GM-2301,A40 M1 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-062,55GAB0-GM-2301:CR-CCC,55GAB0-GM-2301,A40 M1 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-063,55GAB0-GM-2301:CR-CCC,55GAB0-GM-2301,A40 M1 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-064,55GAB0-GM-2301:CR-CCC,55GAB0-GM-2301,A40 M1 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-065,55GAB0-MZL-2302:ZL-CRC,55GAB0-MZL-2302,A40 M1 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-066,55GAB0-MZH-2302:ZH-CRC,55GAB0-MZH-2302,A40 M1 limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-067,55GAB0-MTE-2302:TE-CRC,55GAB0-MTE-2302,A40 M1 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-068,55GAB0-GM-2302:CR-CCC,55GAB0-GM-2302,A40 M1 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-069,55GAB0-GM-2302:CR-CCC,55GAB0-GM-2302,A40 M1 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-070,55GAB0-GM-2302:CR-CCC,55GAB0-GM-2302,A40 M1 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-071,55GAB0-GM-2302:CR-CCC,55GAB0-GM-2302,A40 M1 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-072,55GAB0-MTE-2101:TE-CRC,55GAB0-MTE-2101,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-073,55GAB0-MTE-2102:TE-CRC,55GAB0-MTE-2102,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-074,55GAB0-MTE-2103:TE-CRC,55GAB0-MTE-2103,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-075,55GAB0-MTE-2104:TE-CRC,55GAB0-MTE-2104,IOT structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-076,55GAB0-MTE-2105:TE-CRC,55GAB0-MTE-2105,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-077,55GAB0-MTE-2106:TE-CRC,55GAB0-MTE-2106,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-078,55GAB0-MTE-2107:TE-CRC,55GAB0-MTE-2107,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-079,55GAB0-MTE-2108:TE-CRC,55GAB0-MTE-2108,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-080,55GAB0-MTE-2109:TE-CRC,55GAB0-MTE-2109,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-081,55GAB0-MTE-2110:TE-CRC,55GAB0-MTE-2110,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-082,55GAB0-MTE-2111:TE-CRC,55GAB0-MTE-2111,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-083,55GAB0-MTE-2112:TE-CRC,55GAB0-MTE-2112,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-084,55GAB0-MTE-2113:TE-CRC,55GAB0-MTE-2113,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-085,55GAB0-MTE-2114:TE-CRC,55GAB0-MTE-2114,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-086,55GAB0-MTE-2115:TE-CRC,55GAB0-MTE-2115,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-087,55GAB0-MTE-2116:TE-CRC,55GAB0-MTE-2116,A50 assembly thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-088,55GAB0-MTE-2201:TE-CRC,55GAB0-MTE-2201,BOL structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-089,55GAB0-MTE-2202:TE-CRC,55GAB0-MTE-2202,BOL structure thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-090,55GAB0-MTE-2501:TE-CRC,55GAB0-MTE-2501,A60 M2 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-091,55GAB0-MTE-2502:TE-CRC,55GAB0-MTE-2502,A60 M2 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-092,55GAB0-MZH-2501:ZH-CRC,55GAB0-MZH-2501,A60 M2 limit switch high,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-093,55GAB0-MZL-2501:ZL-CRC,55GAB0-MZL-2501,A60 M2 limit switch low,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-094,55GAB0-MZH-2502:ZH-CRC,55GAB0-MZH-2502,A60 M2 limit switch high,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-095,55GAB0-MZL-2502:ZL-CRC,55GAB0-MZL-2502,A60 M2 limit switch low,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-096,55GAB0-GM-2501:CR-CCC,55GAB0-GM-2501,A60 M2 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-097,55GAB0-GM-2501:CR-CCC,55GAB0-GM-2501,A60 M2 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-098,55GAB0-GM-2501:CR-CCC,55GAB0-GM-2501,A60 M2 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-099,55GAB0-GM-2501:CR-CCC,55GAB0-GM-2501,A60 M2 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-100,55GAB0-GM-2502:CR-CCC,55GAB0-GM-2502,A60 M2 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-101,55GAB0-GM-2502:CR-CCC,55GAB0-GM-2502,A60 M2 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-102,55GAB0-GM-2502:CR-CCC,55GAB0-GM-2502,A60 M2 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-103,55GAB0-GM-2502:CR-CCC,55GAB0-GM-2502,A60 M2 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-104,55GAB0-MTE-2503:TE-CRC,55GAB0-MTE-2503,A60 M1 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-105,55GAB0-MTE-2504:TE-CRC,55GAB0-MTE-2504,A60 M1 thermocouple,A,O,P,T/C Type N,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-106,55GAB0-MZH-2503:ZH-CRC,55GAB0-MZH-2503,A60 M1 limit switch high,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-107,55GAB0-MZL-2503:ZL-CRC,55GAB0-MZL-2503,A60 M1 limit switch low,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-108,55GAB0-MZH-2504:ZH-CRC,55GAB0-MZH-2504,A60 M1 limit switch high,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-109,55GAB0-MZL-2504:ZL-CRC,55GAB0-MZL-2504,A60 M1 limit switch low,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-110,55GAB0-GM-2503:CR-CCC,55GAB0-GM-2503,A60 M1 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-111,55GAB0-GM-2503:CR-CCC,55GAB0-GM-2503,A60 M1 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-112,55GAB0-GM-2503:CR-CCC,55GAB0-GM-2503,A60 M1 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-113,55GAB0-GM-2503:CR-CCC,55GAB0-GM-2503,A60 M1 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-114,55GAB0-GM-2504:CR-CCC,55GAB0-GM-2504,A60 M1 motor A+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-115,55GAB0-GM-2504:CR-CCC,55GAB0-GM-2504,A60 M1 motor A-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-116,55GAB0-GM-2504:CR-CCC,55GAB0-GM-2504,A60 M1 motor B+,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-117,55GAB0-GM-2504:CR-CCC,55GAB0-GM-2504,A60 M1 motor B-,A,I,P,0 +24V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-118,55GAB0-MZL-4301:ZL-CRC,55GAB0-MZL-4301,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-119,55GAB0-MZH-4301:ZH-CRC,55GAB0-MZH-4301,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-120,55GAB0-MZL-4302:ZL-CRC,55GAB0-MZL-4302,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-121,55GAB0-MZH-4302:ZH-CRC,55GAB0-MZH-4302,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-122,55GAB0-MZL-4303:ZL-CRC,55GAB0-MZL-4303,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-123,55GAB0-MZH-4303:ZH-CRC,55GAB0-MZH-4303,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-124,55GAB0-MZL-4304:ZL-CRC,55GAB0-MZL-4304,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-125,55GAB0-MZH-4304:ZH-CRC,55GAB0-MZH-4304,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-126,55GAB0-MZL-4305:ZL-CRC,55GAB0-MZL-4305,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-127,55GAB0-MZH-4305:ZH-CRC,55GAB0-MZH-4305,Pneumatic shutter limit switch,D,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-128,55GAB0-MP-4302:JT-CRC,55GAB0-MP-4302,Pressure sensor at pneumatic shutter valves power,A,I,P,PT 100,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-129,55GAB0-MP-4302:JT-CRC,55GAB0-MP-4302,Pressure sensor at pneumatic shutter valves output,A,O,P,PT 100,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-130,55GAB0-MP-4301:JT-CRC,55GAB0-MP-4301,Pressure sensor at pneumatic shutter valves power,A,I,P,PT 100,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-131,55GAB0-MP-4301:JT-CRC,55GAB0-MP-4301,Pressure sensor at pneumatic shutter valves output,A,O,P,PT 100,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-132,55GAB0-PL-4401:YTRP-CCC,55GAB0-PL-4401,LO Level,A,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-133,55GAB0-PL-4401:CC-CCC,55GAB0-PL-4401,Relay 1 NO,A,I,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-134,55GAB0-PL-4401:CO-CCC,55GAB0-PL-4401,Relay 1 NC,A,I,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-135,55GAB0-PL-4401:YTRP-CCC,55GAB0-PL-4401,Relay 2,A,I,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-136,55GAB0-PL-4401: YREM-CCC,55GAB0-PL-4401,Remote Start,A,I,P,0 +10V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-137,55GAB0-PL-4401: YREM-CCC,55GAB0-PL-4401,Remote Set Point,A,I,P,0 +10V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-138,55GAB0-PL-4401: YTRP-CCC,55GAB0-PL-4401,Lo Flow,A,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-139,55GAB0-PL-4401: YSTA-CCC,55GAB0-PL-4401,Pump on,A,I,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-140,55GAB0-PL-4401: TE-CCC,55GAB0-PL-4401,text out/ext,A,O,P,0 +10 V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-141,55GAB0-PL-4402: YTRP-CCC,55GAB0-PL-4402,LO Level,A,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-142,55GAB0-PL-4402: CC-CCC,55GAB0-PL-4402,Relay 1 NO,A,I,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-143,55GAB0-PL-4402: CO-CCC,55GAB0-PL-4402,Relay 1 NC,A,I,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-144,55GAB0-PL-4402: YTRP-CCC,55GAB0-PL-4402,Relay 2,A,I,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-145,55GAB0-PL-4402: YREM-CCC,55GAB0-PL-4402,Remote Start,A,I,P,0 +10 V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-146,55GAB0-PL-4402: YREM-CCC,55GAB0-PL-4402,Remote Set Point,A,I,P,0 +10 V,55GAB0-CU-7301,unconfirmed,,,,
D1-N9-GAB0-SIG-147,55GAB0-PL-4402: YTRP-CCC,55GAB0-PL-4402,Lo Flow,A,O,P,24 V DC,55GAB0-CU-7301,unconfirmed,,,,
